,precision,recall,f1-score,support
0,0.0,0.0,0.0,9.0
2,1.0,0.375,0.5454545454545454,8.0
3,0.44574780058651026,0.9325153374233128,0.6031746031746031,163.0
4,0.0,0.0,0.0,5.0
5,0.0,0.0,0.0,2.0
6,0.42857142857142855,0.08571428571428572,0.14285714285714285,35.0
7,0.0,0.0,0.0,24.0
8,0.5,0.19444444444444445,0.28,36.0
10,0.5,0.5833333333333334,0.5384615384615384,12.0
11,0.6,0.75,0.6666666666666665,8.0
12,0.42857142857142855,0.3,0.3529411764705882,10.0
13,0.6666666666666666,0.25,0.36363636363636365,32.0
14,0.3333333333333333,0.18181818181818182,0.23529411764705885,22.0
15,0.0,0.0,0.0,21.0
16,0.0,0.0,0.0,17.0
17,0.0,0.0,0.0,10.0
18,0.3333333333333333,0.125,0.18181818181818182,16.0
accuracy,0.45348837209302323,0.45348837209302323,0.45348837209302323,0.45348837209302323
macro avg,0.3080131759448647,0.22222503427844462,0.23001790212862872,430.0
weighted avg,0.3784711762356174,0.45348837209302323,0.3553658264520097,430.0
