,precision,recall,f1-score,support
0,0.0,0.0,0.0,11.0
1,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,8.0
3,0.43333333333333335,0.8881987577639752,0.5824847250509165,161.0
4,0.0,0.0,0.0,2.0
5,0.0,0.0,0.0,2.0
6,0.5,0.03125,0.058823529411764705,32.0
7,0.0,0.0,0.0,16.0
8,0.3888888888888889,0.17073170731707318,0.23728813559322035,41.0
10,0.4666666666666667,0.5,0.4827586206896552,14.0
11,0.2857142857142857,0.16666666666666666,0.2105263157894737,12.0
12,0.0,0.0,0.0,17.0
13,0.5,0.3333333333333333,0.4,33.0
14,0.45454545454545453,0.37037037037037035,0.40816326530612246,27.0
15,0.0,0.0,0.0,18.0
16,0.3333333333333333,0.17647058823529413,0.23076923076923078,17.0
17,0.4,0.2857142857142857,0.3333333333333333,7.0
18,0.0,0.0,0.0,11.0
accuracy,0.4325581395348837,0.4325581395348837,0.4325581395348837,0.4325581395348837
macro avg,0.20902677569344236,0.16237420607783326,0.16356373088576207,430.0
weighted avg,0.34630792979630187,0.4325581395348837,0.33756502821511747,430.0
