,precision,recall,f1-score,support
0,0.0,0.0,0.0,8.0
1,0.0,0.0,0.0,1.0
2,0.5,0.3,0.37499999999999994,10.0
3,0.5050505050505051,0.9090909090909091,0.6493506493506493,165.0
4,0.0,0.0,0.0,4.0
5,0.0,0.0,0.0,1.0
6,0.5833333333333334,0.28,0.3783783783783784,25.0
7,0.6666666666666666,0.09523809523809523,0.16666666666666666,21.0
8,0.5806451612903226,0.33962264150943394,0.42857142857142855,53.0
10,0.5789473684210527,0.8461538461538461,0.6875,13.0
11,0.6,0.5,0.5454545454545454,12.0
12,0.25,0.11764705882352941,0.15999999999999998,17.0
13,0.6666666666666666,0.36363636363636365,0.4705882352941177,22.0
14,0.6153846153846154,0.7619047619047619,0.6808510638297872,21.0
15,0.0,0.0,0.0,20.0
16,0.5,0.0625,0.1111111111111111,16.0
17,0.0,0.0,0.0,9.0
18,0.5,0.16666666666666666,0.25,12.0
accuracy,0.5255813953488372,0.5255813953488372,0.5255813953488372,0.5255813953488372
macro avg,0.3637052398229535,0.263470019056867,0.2724151154809269,430.0
weighted avg,0.4843184176610955,0.5255813953488372,0.4516236003644901,430.0
