,precision,recall,f1-score,support
0,0.0,0.0,0.0,9.0
1,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,7.0
3,0.40372670807453415,0.87248322147651,0.5520169851380041,149.0
4,0.0,0.0,0.0,1.0
5,0.0,0.0,0.0,3.0
6,0.0,0.0,0.0,25.0
7,0.6666666666666666,0.3333333333333333,0.4444444444444444,24.0
8,0.5,0.14,0.21875000000000003,50.0
9,0.0,0.0,0.0,1.0
10,0.42105263157894735,0.42105263157894735,0.42105263157894735,19.0
11,0.38461538461538464,0.29411764705882354,0.33333333333333337,17.0
12,0.25,0.045454545454545456,0.07692307692307693,22.0
13,0.4444444444444444,0.14814814814814814,0.2222222222222222,27.0
14,0.6,0.75,0.6666666666666665,20.0
15,0.0,0.0,0.0,17.0
16,0.5,0.10526315789473684,0.17391304347826086,19.0
17,0.0,0.0,0.0,8.0
18,0.0,0.0,0.0,11.0
accuracy,0.4186046511627907,0.4186046511627907,0.4186046511627907,0.4186046511627907
macro avg,0.21950030712526195,0.16367645710237075,0.16364854756762925,430.0
weighted avg,0.3597528861431794,0.4186046511627907,0.32988686737354406,430.0
