,precision,recall,f1-score,support
0,1.0,0.5,0.6666666666666666,6.0
2,1.0,0.2222222222222222,0.3636363636363636,9.0
3,0.5658914728682171,0.948051948051948,0.7087378640776698,154.0
4,0.0,0.0,0.0,4.0
5,0.0,0.0,0.0,2.0
6,0.6571428571428571,0.6388888888888888,0.647887323943662,36.0
7,0.7857142857142857,0.4230769230769231,0.55,26.0
8,0.7777777777777778,0.45652173913043476,0.5753424657534246,46.0
9,0.0,0.0,0.0,1.0
10,0.7272727272727273,0.8421052631578947,0.7804878048780488,19.0
11,0.45454545454545453,0.38461538461538464,0.41666666666666663,13.0
12,0.875,0.5,0.6363636363636364,14.0
13,0.7,0.3181818181818182,0.4375,22.0
14,0.5769230769230769,0.7894736842105263,0.6666666666666666,19.0
15,0.6666666666666666,0.23529411764705882,0.3478260869565218,17.0
16,0.6666666666666666,0.11764705882352941,0.2,17.0
17,1.0,0.09090909090909091,0.16666666666666669,11.0
18,1.0,0.2857142857142857,0.4444444444444445,14.0
accuracy,0.6209302325581395,0.6209302325581395,0.6209302325581395,0.6209302325581395
macro avg,0.6363111658654295,0.37515013470166697,0.422716258706691,430.0
weighted avg,0.6698052482341287,0.6209302325581395,0.5798217372005614,430.0
