,precision,recall,f1-score,support
0,0.6,0.2727272727272727,0.37499999999999994,11.0
1,0.0,0.0,0.0,1.0
2,0.8333333333333334,0.35714285714285715,0.5,14.0
3,0.5587188612099644,0.9631901840490797,0.7072072072072072,163.0
4,0.25,0.25,0.25,4.0
5,1.0,0.25,0.4,4.0
6,0.7142857142857143,0.29411764705882354,0.4166666666666667,34.0
7,0.7142857142857143,0.2777777777777778,0.4,18.0
8,0.76,0.475,0.5846153846153846,40.0
10,0.8421052631578947,0.8421052631578947,0.8421052631578947,19.0
11,0.75,0.5454545454545454,0.631578947368421,11.0
12,0.0,0.0,0.0,7.0
13,0.6470588235294118,0.44,0.5238095238095238,25.0
14,0.59375,0.6551724137931034,0.6229508196721311,29.0
15,0.8,0.23529411764705882,0.3636363636363636,17.0
16,0.6,0.16666666666666666,0.2608695652173913,18.0
17,1.0,0.2,0.33333333333333337,5.0
18,0.0,0.0,0.0,10.0
accuracy,0.6069767441860465,0.6069767441860465,0.6069767441860465,0.6069767441860465
macro avg,0.5924187616556684,0.34581381919306,0.4006540597046843,430.0
weighted avg,0.6254091134301937,0.6069767441860465,0.5590776142679936,430.0
