,precision,recall,f1-score,support
0,0.0,0.0,0.0,5.0
1,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,9.0
3,0.4575757575757576,0.9263803680981595,0.6125760649087221,163.0
4,0.0,0.0,0.0,2.0
5,0.0,0.0,0.0,2.0
6,0.3333333333333333,0.12,0.1764705882352941,25.0
7,0.5,0.13043478260869565,0.20689655172413793,23.0
8,0.5,0.22916666666666666,0.3142857142857143,48.0
9,0.0,0.0,0.0,1.0
10,0.35714285714285715,0.3333333333333333,0.3448275862068965,15.0
11,0.6666666666666666,0.4,0.5,15.0
12,0.5,0.17647058823529413,0.2608695652173913,17.0
13,0.3333333333333333,0.038461538461538464,0.06896551724137931,26.0
14,0.5555555555555556,0.37037037037037035,0.4444444444444445,27.0
15,0.4166666666666667,0.25,0.3125,20.0
16,1.0,0.07142857142857142,0.13333333333333333,14.0
17,0.0,0.0,0.0,5.0
18,0.0,0.0,0.0,12.0
accuracy,0.4627906976744186,0.4627906976744186,0.4627906976744186,0.4627906976744186
macro avg,0.2958039036986405,0.1603182220632963,0.1776404929261744,430.0
weighted avg,0.4378495922681969,0.4627906976744186,0.37935573204212825,430.0
