,precision,recall,f1-score,support
0,0.0,0.0,0.0,10.0
2,1.0,0.375,0.5454545454545454,8.0
3,0.509090909090909,0.9032258064516129,0.6511627906976745,155.0
4,0.0,0.0,0.0,3.0
5,0.5,0.3333333333333333,0.4,3.0
6,0.47619047619047616,0.2564102564102564,0.3333333333333333,39.0
7,0.75,0.17647058823529413,0.2857142857142857,17.0
8,0.47058823529411764,0.42105263157894735,0.4444444444444444,38.0
10,0.8,0.6153846153846154,0.6956521739130435,13.0
11,0.7272727272727273,0.5714285714285714,0.64,14.0
12,0.5,0.07142857142857142,0.125,14.0
13,0.5263157894736842,0.3333333333333333,0.4081632653061224,30.0
14,0.6206896551724138,0.6923076923076923,0.6545454545454545,26.0
15,0.45454545454545453,0.23809523809523808,0.31249999999999994,21.0
16,1.0,0.17647058823529413,0.3,17.0
17,0.0,0.0,0.0,8.0
18,0.4,0.14285714285714285,0.21052631578947364,14.0
accuracy,0.5302325581395348,0.5302325581395348,0.5302325581395348,0.5302325581395348
macro avg,0.5138054851199872,0.31216460994587664,0.3533233299528457,430.0
weighted avg,0.5331803485294464,0.5302325581395348,0.4764333189002217,430.0
