,precision,recall,f1-score,support
0,1.0,0.14285714285714285,0.25,7.0
1,0.0,0.0,0.0,1.0
2,0.5,0.2222222222222222,0.30769230769230765,9.0
3,0.5305343511450382,0.9144736842105263,0.6714975845410628,152.0
4,0.0,0.0,0.0,2.0
5,0.0,0.0,0.0,3.0
6,0.5384615384615384,0.2916666666666667,0.3783783783783784,24.0
7,0.5789473684210527,0.4230769230769231,0.4888888888888889,26.0
8,0.76,0.5135135135135135,0.6129032258064517,37.0
10,0.7692307692307693,0.7142857142857143,0.7407407407407408,14.0
11,0.9090909090909091,0.5882352941176471,0.7142857142857143,17.0
12,0.6875,0.5238095238095238,0.5945945945945946,21.0
13,0.7142857142857143,0.4166666666666667,0.5263157894736842,24.0
14,0.6666666666666666,0.5454545454545454,0.6,22.0
15,0.6666666666666666,0.5217391304347826,0.5853658536585366,23.0
16,1.0,0.391304347826087,0.5625,23.0
17,0.0,0.0,0.0,7.0
18,0.7142857142857143,0.2777777777777778,0.4,18.0
accuracy,0.6,0.6,0.6,0.6
macro avg,0.5575372054585594,0.3603935084955411,0.4129535043366867,430.0
weighted avg,0.6323214095345262,0.6,0.5709039133668184,430.0
