,precision,recall,f1-score,support
0,0.75,0.3333333333333333,0.46153846153846156,9.0
2,1.0,0.4166666666666667,0.5882352941176471,12.0
3,0.5590277777777778,0.9583333333333334,0.706140350877193,168.0
4,0.0,0.0,0.0,3.0
5,0.0,0.0,0.0,4.0
6,0.7777777777777778,0.28,0.4117647058823529,25.0
7,0.5,0.391304347826087,0.4390243902439025,23.0
8,0.7142857142857143,0.40816326530612246,0.5194805194805194,49.0
10,0.6923076923076923,0.5625,0.6206896551724138,16.0
11,0.5384615384615384,0.5833333333333334,0.5599999999999999,12.0
12,0.0,0.0,0.0,9.0
13,0.5555555555555556,0.4166666666666667,0.4761904761904762,24.0
14,0.7727272727272727,0.68,0.7234042553191491,25.0
15,0.5,0.058823529411764705,0.10526315789473684,17.0
16,0.6666666666666666,0.14285714285714285,0.23529411764705882,14.0
17,0.0,0.0,0.0,5.0
18,0.8571428571428571,0.4,0.5454545454545455,15.0
accuracy,0.5976744186046512,0.5976744186046512,0.5976744186046512,0.5976744186046512
macro avg,0.5225854619236973,0.3312930363961441,0.3760282311657916,430.0
weighted avg,0.6034687534687534,0.5976744186046512,0.5467920802679922,430.0
