,precision,recall,f1-score,support
0,1.0,0.5714285714285714,0.7272727272727273,7.0
2,0.8,0.8,0.8000000000000002,5.0
3,0.6220472440944882,0.9518072289156626,0.7523809523809524,166.0
4,0.0,0.0,0.0,2.0
5,0.0,0.0,0.0,2.0
6,0.5882352941176471,0.3333333333333333,0.42553191489361697,30.0
7,0.8461538461538461,0.6111111111111112,0.7096774193548387,18.0
8,0.9523809523809523,0.5263157894736842,0.6779661016949152,38.0
10,0.75,0.8823529411764706,0.8108108108108107,17.0
11,0.8125,0.6842105263157895,0.742857142857143,19.0
12,0.875,0.4375,0.5833333333333334,16.0
13,0.6875,0.5,0.5789473684210527,22.0
14,0.6521739130434783,0.7142857142857143,0.6818181818181819,21.0
15,0.8461538461538461,0.6111111111111112,0.7096774193548387,18.0
16,0.7272727272727273,0.3076923076923077,0.43243243243243246,26.0
17,0.5,0.14285714285714285,0.22222222222222224,7.0
18,0.7142857142857143,0.3125,0.43478260869565216,16.0
accuracy,0.6813953488372093,0.6813953488372093,0.6813953488372093,0.6813953488372093
macro avg,0.6690413845589823,0.49332386927652344,0.5464535667966305,430.0
weighted avg,0.7055923965274524,0.6813953488372093,0.6560580253184041,430.0
