,precision,recall,f1-score,support
0,0.75,0.375,0.5,8.0
1,0.0,0.0,0.0,1.0
2,0.6666666666666666,0.36363636363636365,0.4705882352941177,11.0
3,0.5573122529644269,0.9215686274509803,0.6945812807881774,153.0
5,0.0,0.0,0.0,3.0
6,0.7407407407407407,0.5882352941176471,0.6557377049180328,34.0
7,0.8571428571428571,0.5217391304347826,0.6486486486486486,23.0
8,0.7222222222222222,0.5416666666666666,0.619047619047619,48.0
10,0.7777777777777778,0.875,0.823529411764706,16.0
11,0.75,0.3333333333333333,0.46153846153846156,9.0
12,0.8333333333333334,0.3125,0.45454545454545453,16.0
13,0.6428571428571429,0.36,0.4615384615384615,25.0
14,0.625,0.6521739130434783,0.6382978723404256,23.0
15,0.7333333333333333,0.6111111111111112,0.6666666666666666,18.0
16,1.0,0.10526315789473684,0.1904761904761905,19.0
17,0.0,0.0,0.0,5.0
18,0.8571428571428571,0.3333333333333333,0.48,18.0
accuracy,0.6302325581395349,0.6302325581395349,0.6302325581395349,0.6302325581395349
macro avg,0.6184428931871387,0.4055624077072019,0.45677623573923304,430.0
weighted avg,0.6715605194902465,0.6302325581395349,0.598737435779981,430.0
